flow_kbps_mean,frame_rate,id_entropy,replay_ratio,fuzzy_ratio,spoof_ratio,error_ratio,inter_arrival_cv,burst_score,uds_ratio,payload_entropy,label
119.268,728,0.5551,0.0315,0.0053,0.0109,0.0085,0.111,0.242,0.0613,0.422,安全
127.9951,663,0.7482,0.0201,0.0,0.0263,0.0121,0.2086,0.3326,0.0336,0.455,安全
93.9061,689,0.6377,0.0235,0.0256,0.029,0.0056,0.099,0.1502,0.0288,0.3594,安全
107.793,590,0.6557,0.0006,0.0168,0.0273,0.0168,0.1945,0.3014,0.0204,0.4268,安全
112.9012,660,0.7675,0.0446,0.0029,0.0287,0.0096,0.0535,0.193,0.0463,0.3079,安全
145.7611,667,0.8282,0.0299,0.0078,0.0108,0.0202,0.1543,0.1117,0.0233,0.4939,安全
168.4345,552,0.6277,0.0219,0.0255,0.003,0.0122,0.1697,0.2292,0.0701,0.3825,安全
142.0025,765,0.6887,0.0063,0.012,0.0398,0.0134,0.1816,0.2065,0.0375,0.5194,安全
113.1329,755,0.7696,0.0003,0.0,0.0159,0.0201,0.2512,0.3312,0.0132,0.1907,安全
137.3354,728,0.662,0.0122,0.0154,0.0187,0.0309,0.053,0.1733,0.0441,0.5511,安全
104.1653,704,0.6614,0.0212,0.0026,0.0219,0.0206,0.079,0.3233,0.0398,0.2934,安全
126.0423,991,0.745,0.0435,0.0884,0.3839,0.0452,0.55,0.2556,0.095,0.307,安全
126.9963,741,0.7804,0.0414,0.0153,0.011,0.0091,0.2078,0.2639,0.0557,0.4232,安全
111.3302,695,0.5298,0.0338,0.004,0.029,0.0208,0.2166,0.198,0.0165,0.3976,安全
168.2816,668,0.6629,0.0276,0.0,0.0237,0.0161,0.0503,0.05,0.0621,0.3987,安全
138.155,690,0.5807,0.0323,0.0133,0.0148,0.0127,0.2528,0.3315,0.0425,0.3147,安全
242.7567,851,0.5252,0.0456,0.0581,0.3304,0.0116,0.1903,0.4552,0.0904,0.276,安全
126.255,638,0.8246,0.0168,0.0267,0.0288,0.015,0.1557,0.2408,0.0288,0.5758,安全
157.7439,737,0.8194,0.0844,0.0381,0.0818,0.0314,0.0667,0.4097,0.059,0.3197,安全
126.7884,683,0.6739,0.0278,0.004,0.0391,0.0092,0.1324,0.2323,0.0344,0.3665,安全
155.1977,684,0.6882,0.022,0.0016,0.025,0.0302,0.1538,0.1295,0.0163,0.606,安全
113.4834,677,0.6472,0.0109,0.0183,0.0257,0.0174,0.1885,0.1911,0.0528,0.3331,安全
113.444,631,0.5065,0.0259,0.0104,0.0302,0.0163,0.2415,0.2575,0.0043,0.3352,安全
110.8583,590,0.7931,0.0297,0.0,0.0013,0.0,0.2132,0.3103,0.0,0.3794,安全
121.7583,1160,0.5816,0.0206,0.0549,0.2388,0.0519,0.3274,0.05,0.1164,0.3262,安全
127.4962,697,0.6812,0.0167,0.0034,0.0314,0.0014,0.0533,0.0949,0.0419,0.3935,安全
104.205,718,0.9235,0.0218,0.0221,0.0172,0.004,0.071,0.1351,0.0442,0.4352,安全
222.5281,858,0.7742,0.0968,0.0453,0.195,0.1164,0.1164,0.5704,0.0801,0.2946,安全
139.8893,783,0.7347,0.0123,0.0187,0.0173,0.0099,0.0846,0.3551,0.0651,0.5252,安全
136.9159,759,0.6439,0.0231,0.0237,0.0382,0.0125,0.2683,0.0938,0.0246,0.3549,安全
126.9235,776,0.6003,0.0305,0.018,0.0306,0.0226,0.2049,0.05,0.0397,0.4176,安全
114.4923,769,0.6241,0.0138,0.0009,0.0,0.0123,0.3146,0.2617,0.017,0.2568,安全
100.6381,675,0.791,0.0273,0.0383,0.0229,0.0239,0.1889,0.0727,0.0479,0.2145,安全
123.0462,616,0.6086,0.0119,0.0076,0.0469,0.0152,0.2431,0.1702,0.009,0.5116,安全
130.6783,791,0.6835,0.0257,0.0245,0.0081,0.0011,0.0973,0.1583,0.054,0.3838,安全
130.4177,649,0.6477,0.0155,0.0,0.0215,0.0108,0.1942,0.2667,0.0495,0.4736,安全
144.9295,775,0.6824,0.001,0.0195,0.0271,0.0132,0.2673,0.1785,0.0613,0.2182,安全
162.3887,932,0.6128,0.2199,0.0521,0.0852,0.0039,0.371,0.3634,0.0853,0.08,安全
147.5767,725,0.6712,0.0309,0.0253,0.0199,0.0166,0.2266,0.2929,0.0658,0.4054,安全
138.2101,668,0.7801,0.0068,0.0136,0.0191,0.0054,0.2143,0.1493,0.0426,0.2486,欺骗
131.9452,722,0.6964,0.0207,0.0033,0.0312,0.0125,0.166,0.2899,0.0406,0.2359,安全
134.6317,717,0.7907,0.0213,0.0313,0.0091,0.0204,0.2375,0.1904,0.0514,0.4125,重放
129.3363,732,0.7624,0.0271,0.0039,0.018,0.0114,0.2162,0.1555,0.049,0.2888,安全
81.1896,615,0.6097,0.0187,0.0,0.0222,0.0178,0.3441,0.1661,0.0648,0.5495,安全
85.937,618,0.6626,0.0273,0.0117,0.0075,0.003,0.188,0.2062,0.0547,0.414,安全
128.9872,744,0.6656,0.0,0.0154,0.0204,0.0065,0.2151,0.2467,0.0293,0.3088,安全
136.1125,688,0.8848,0.0146,0.0157,0.0203,0.033,0.184,0.3562,0.012,0.6076,安全
149.3569,736,0.6018,0.0173,0.0173,0.0395,0.0245,0.1385,0.1557,0.0187,0.5834,安全
103.0107,702,0.6108,0.0246,0.0116,0.0196,0.0186,0.1143,0.1495,0.0723,0.4592,安全
91.2828,794,0.7905,0.0027,0.0279,0.0031,0.0272,0.2471,0.263,0.0442,0.255,安全
116.4113,674,0.9086,0.0003,0.0,0.0038,0.0018,0.1457,0.1449,0.1424,0.6498,安全
116.1818,796,0.8078,0.0258,0.0302,0.0029,0.0185,0.2228,0.1763,0.0579,0.3784,安全
93.2506,674,0.7159,0.0,0.0196,0.0443,0.0234,0.1261,0.196,0.0711,0.4028,安全
127.6893,553,0.7838,0.0072,0.0082,0.011,0.0248,0.0996,0.25,0.0639,0.4325,安全
97.6266,602,0.7139,0.0217,0.013,0.0348,0.0313,0.1244,0.32,0.0186,0.3785,安全
142.03,630,0.7124,0.0244,0.0031,0.0349,0.0098,0.2042,0.0927,0.0621,0.445,安全
149.6963,708,0.5593,0.036,0.0139,0.0,0.0165,0.1379,0.0966,0.0023,0.3835,安全
133.5151,713,0.6589,0.0305,0.0083,0.0327,0.0195,0.2617,0.2661,0.0014,0.2034,安全
161.3144,636,0.7752,0.0177,0.0013,0.0021,0.0106,0.1484,0.1572,0.0477,0.2948,安全
153.8437,644,0.7575,0.0259,0.0029,0.0379,0.023,0.1702,0.2629,0.0294,0.3208,安全
99.7896,664,0.7766,0.035,0.0128,0.0139,0.0115,0.0703,0.2511,0.0419,0.2913,安全
153.1136,803,0.7036,0.0243,0.014,0.0271,0.01,0.1302,0.1704,0.0033,0.3881,安全
144.0298,771,0.706,0.0071,0.0178,0.0303,0.0286,0.2064,0.1594,0.0451,0.5133,重放
108.3016,745,0.5852,0.0005,0.0024,0.0947,0.0,0.1481,0.1121,0.0981,0.5256,重放
121.0032,776,0.2836,0.4148,0.0823,0.0707,0.0014,0.535,0.6058,0.0124,0.2382,安全
178.6369,822,0.6843,0.0768,0.1128,0.2596,0.1428,0.2684,0.3677,0.0024,0.547,安全
151.2619,658,0.7722,0.0052,0.0214,0.0351,0.0111,0.2041,0.2553,0.0211,0.4629,安全
150.8661,931,0.6359,0.0451,0.0028,0.0988,0.1098,0.2747,0.4256,0.168,0.4983,安全
179.4322,659,0.8366,0.0,0.0329,0.1199,0.0616,0.1406,0.3923,0.0276,0.6681,安全
129.4702,712,0.7816,0.0262,0.0262,0.0151,0.0102,0.1656,0.2157,0.0689,0.509,安全
219.5716,638,0.6711,0.2963,0.0346,0.0839,0.0028,0.5157,0.467,0.042,0.596,安全
166.7153,651,0.7156,0.066,0.0432,0.0549,0.0343,0.2863,0.1983,0.1145,0.5731,安全
104.9657,782,0.6465,0.0225,0.0172,0.0141,0.0233,0.1978,0.2241,0.0512,0.5814,安全
132.7619,710,0.7106,0.0183,0.0127,0.0,0.0028,0.2714,0.2821,0.0031,0.411,安全
135.2144,677,0.7416,0.0174,0.013,0.0501,0.0192,0.211,0.179,0.0519,0.6007,安全
139.3381,746,0.6386,0.0281,0.0084,0.0448,0.0232,0.2297,0.1686,0.0881,0.2806,安全
129.0858,672,0.644,0.0107,0.0153,0.0372,0.0107,0.1769,0.3087,0.0,0.4806,安全
137.3108,632,0.7901,0.0,0.0,0.0308,0.019,0.1028,0.1227,0.0407,0.4936,安全
194.2305,709,0.5657,0.4074,0.0,0.1047,0.0,0.2629,0.3001,0.0706,0.433,安全
148.4237,684,0.6479,0.0378,0.0092,0.0023,0.0217,0.1778,0.2399,0.0572,0.3657,安全
110.0638,708,0.6705,0.038,0.0,0.0236,0.0266,0.0699,0.05,0.0262,0.5304,安全
125.9288,728,0.7343,0.004,0.0107,0.0172,0.0079,0.198,0.2732,0.0293,0.4916,安全
111.1927,706,0.7292,0.0097,0.0,0.0234,0.029,0.1403,0.0572,0.0573,0.3914,欺骗
138.9169,720,0.7545,0.0198,0.0054,0.0392,0.0089,0.2223,0.2438,0.0512,0.4529,安全
114.8988,647,0.7572,0.0169,0.0109,0.0376,0.0299,0.1759,0.3359,0.0416,0.3418,安全
146.8962,856,0.6786,0.1216,0.0102,0.0805,0.0649,0.5387,0.6776,0.0068,0.4089,安全
130.0223,715,0.7098,0.0125,0.0122,0.0,0.0112,0.2891,0.2679,0.0265,0.3902,安全
151.007,662,0.6979,0.0305,0.0165,0.0108,0.0017,0.0826,0.05,0.075,0.3257,安全
124.6442,706,0.666,0.0221,0.0145,0.0304,0.0,0.221,0.2599,0.0484,0.3248,安全
122.9429,616,0.6891,0.012,0.0289,0.0225,0.0193,0.2141,0.2658,0.0645,0.337,安全
117.9596,704,0.8007,0.0251,0.0281,0.018,0.018,0.191,0.1529,0.0337,0.3165,安全
118.1818,696,0.774,0.0173,0.0314,0.0,0.0168,0.1956,0.2119,0.039,0.6465,安全
186.7658,741,0.6341,0.1433,0.0,0.0044,0.0266,0.1633,0.2033,0.0555,0.3566,安全
130.4581,658,0.8185,0.0151,0.0224,0.0254,0.0153,0.1583,0.1252,0.0456,0.4761,安全
135.9981,668,0.6264,0.0005,0.0172,0.023,0.0074,0.2579,0.05,0.0039,0.2546,安全
149.7009,761,0.7866,0.0032,0.0024,0.0241,0.0024,0.2656,0.1782,0.0298,0.3945,安全
128.7496,767,0.5996,0.0252,0.0164,0.0203,0.0021,0.1959,0.1093,0.0075,0.527,安全
170.9256,697,0.5624,0.265,0.0106,0.026,0.1016,0.2263,0.2,0.1183,0.3619,安全
144.817,631,0.7903,0.0166,0.0,0.0151,0.0163,0.1696,0.1563,0.0141,0.5064,安全
137.5428,701,0.8298,0.0202,0.0095,0.0084,0.0133,0.0544,0.3085,0.0436,0.4528,安全
153.8857,817,0.9266,0.097,0.0656,0.1712,0.0838,0.5352,0.3044,0.1736,0.2722,安全
164.34,756,0.7427,0.0291,0.0039,0.0285,0.0115,0.0503,0.1568,0.0543,0.3571,安全
121.0258,727,0.7531,0.0009,0.0044,0.029,0.0216,0.1961,0.2122,0.0312,0.4229,安全
104.5538,794,0.7664,0.0186,0.0083,0.0198,0.0241,0.1672,0.1897,0.0035,0.6094,安全
111.425,704,0.6447,0.0216,0.0045,0.0313,0.0274,0.186,0.05,0.0368,0.2465,安全
143.2723,671,0.4941,0.259,0.0006,0.0072,0.0776,0.0528,0.3344,0.0543,0.2357,安全
160.3457,681,0.7083,0.0,0.0144,0.0344,0.0119,0.2359,0.0737,0.0003,0.4315,安全
114.7597,651,0.727,0.0003,0.0112,0.0183,0.0119,0.1875,0.2101,0.0632,0.5027,安全
150.4067,744,0.6689,0.0171,0.0063,0.0131,0.0231,0.2541,0.3605,0.0541,0.2979,安全
156.729,692,0.7454,0.0239,0.0,0.0185,0.0257,0.0611,0.2748,0.0737,0.4894,安全
165.3823,782,0.7237,0.0065,0.0,0.0275,0.0214,0.1387,0.2471,0.0266,0.4229,安全
129.2193,698,0.8003,0.0206,0.0,0.0292,0.0374,0.1806,0.1324,0.0323,0.3733,安全
116.9294,756,0.7115,0.0368,0.0022,0.1318,0.0588,0.1598,0.05,0.1092,0.3813,安全
128.2062,683,0.6978,0.3056,0.0534,0.0603,0.0459,0.1665,0.6574,0.1503,0.1397,安全
116.3278,718,0.5618,0.0185,0.0255,0.0014,0.0009,0.247,0.1095,0.0325,0.5535,安全
182.4264,722,0.7235,0.0061,0.0024,0.0245,0.0019,0.0846,0.1518,0.0668,0.1865,安全
98.2948,720,0.5613,0.0368,0.0231,0.0257,0.002,0.1079,0.1978,0.0,0.4271,安全
104.9604,676,0.7288,0.0498,0.0106,0.0192,0.0294,0.1628,0.254,0.0068,0.3606,安全
115.0693,547,0.649,0.0,0.0038,0.0103,0.0037,0.1448,0.1751,0.0669,0.4516,安全
135.3016,626,0.7528,0.0133,0.0169,0.031,0.0,0.1762,0.145,0.0163,0.5266,安全
92.7353,746,0.805,0.0196,0.004,0.0149,0.0325,0.2301,0.05,0.0208,0.2648,安全
186.7098,862,0.541,0.2746,0.0371,0.0,0.0394,0.3436,0.4049,0.0451,0.3194,安全
95.3416,650,0.8048,0.0111,0.0032,0.0222,0.0128,0.2574,0.3069,0.0321,0.5787,安全
129.8183,645,0.7352,0.0382,0.0163,0.0434,0.0168,0.2046,0.057,0.0356,0.3182,安全
149.5982,618,0.8337,0.0189,0.0083,0.0129,0.0169,0.2209,0.1963,0.0413,0.3471,安全
99.2816,656,0.7863,0.0172,0.0077,0.018,0.0109,0.267,0.05,0.0031,0.6114,安全
159.7946,690,0.6045,0.0098,0.0,0.0242,0.0155,0.1812,0.1424,0.0201,0.4704,安全
142.5702,741,0.6681,0.02,0.0054,0.0171,0.0271,0.1451,0.3625,0.0303,0.3903,安全
116.842,676,0.5948,0.0104,0.0058,0.0296,0.026,0.1349,0.164,0.0133,0.4782,安全
127.815,698,0.4949,0.062,0.0789,0.2528,0.0622,0.2638,0.2012,0.0527,0.1672,安全
112.0811,687,0.9159,0.0124,0.0334,0.0397,0.0097,0.3167,0.0631,0.0477,0.5181,安全
135.5719,759,0.7591,0.0315,0.0127,0.0202,0.0466,0.1035,0.2185,0.0277,0.4144,安全
127.7043,787,0.6586,0.0443,0.0,0.0304,0.0237,0.1307,0.2552,0.0622,0.1185,安全
98.9596,705,0.7468,0.0226,0.0132,0.0326,0.0006,0.1457,0.2076,0.035,0.4357,安全
97.1709,755,0.5789,0.0319,0.0292,0.0195,0.0119,0.1656,0.217,0.0462,0.5772,安全
115.262,716,0.4863,0.0196,0.0184,0.0192,0.0,0.0901,0.1053,0.037,0.3384,安全
176.3438,769,0.6915,0.019,0.0141,0.0326,0.0279,0.1914,0.1932,0.0656,0.4639,安全
106.2233,735,0.7224,0.0202,0.0283,0.0294,0.0176,0.1911,0.2734,0.0279,0.5896,安全
121.1036,653,0.7298,0.0203,0.017,0.03,0.0074,0.1906,0.1641,0.0208,0.35,安全
125.5495,737,0.8498,0.0048,0.0,0.0335,0.0007,0.1951,0.1567,0.0428,0.4927,安全
108.7952,757,0.7433,0.0091,0.0049,0.0336,0.0393,0.2682,0.3149,0.0613,0.4732,安全
129.4109,597,0.6888,0.0072,0.0012,0.0433,0.0123,0.1502,0.1575,0.0406,0.3493,欺骗
113.9469,650,0.7059,0.0522,0.0276,0.0252,0.02,0.2334,0.1522,0.0106,0.4175,安全
119.3004,710,0.7755,0.0314,0.0141,0.0219,0.0121,0.2662,0.2372,0.046,0.2926,安全
128.3933,760,0.7344,0.0269,0.0152,0.0322,0.0107,0.1644,0.2428,0.0066,0.5947,安全
126.6152,751,0.583,0.0406,0.0056,0.0062,0.0084,0.0904,0.3546,0.028,0.3751,安全
142.743,671,0.7837,0.0032,0.0207,0.0009,0.0173,0.0973,0.158,0.0478,0.4232,安全
113.4183,657,0.6844,0.0022,0.0048,0.0308,0.0142,0.2837,0.1296,0.0863,0.2914,安全
143.3881,687,0.6982,0.0326,0.0,0.0339,0.014,0.1188,0.2236,0.0463,0.4221,安全
155.0988,779,0.6519,0.019,0.0134,0.0065,0.0217,0.1946,0.267,0.0207,0.4403,安全
100.0209,676,0.7763,0.0132,0.0,0.0241,0.011,0.2871,0.1515,0.0769,0.1895,安全
159.2631,727,0.6319,0.0393,0.0115,0.0236,0.0262,0.1388,0.2022,0.0174,0.4745,安全
137.6767,775,0.9478,0.0241,0.0142,0.023,0.0,0.1472,0.1193,0.0329,0.3503,安全
165.3208,836,0.2207,0.2172,0.0367,0.0636,0.0076,0.4946,0.05,0.1389,0.5027,安全
120.2866,674,0.8652,0.0121,0.0016,0.023,0.017,0.3095,0.1084,0.0433,0.4253,安全
163.4716,715,0.7849,0.0183,0.0,0.0291,0.0265,0.1649,0.1703,0.0516,0.5714,安全
105.9027,680,0.8011,0.0141,0.0,0.0308,0.0202,0.0503,0.2663,0.0506,0.4029,安全
148.6098,718,0.6206,0.018,0.0202,0.0357,0.0135,0.0808,0.1943,0.0315,0.487,安全
120.0181,697,0.8617,0.0,0.0072,0.002,0.0267,0.1731,0.2663,0.0096,0.284,安全
131.8878,768,0.839,0.035,0.0133,0.0288,0.0095,0.2914,0.2616,0.0179,0.3436,安全
119.0886,683,0.5927,0.0217,0.0,0.0403,0.0012,0.1056,0.2443,0.0297,0.353,安全
117.6468,786,0.7142,0.0195,0.0,0.0297,0.0236,0.1484,0.3613,0.048,0.2175,安全
154.0048,700,0.6936,0.0179,0.0077,0.0114,0.015,0.1488,0.262,0.0516,0.3891,安全
125.45,744,0.7178,0.0121,0.0099,0.0208,0.0079,0.1094,0.2333,0.0208,0.3987,安全
154.0827,733,0.8439,0.0192,0.0335,0.0,0.0126,0.2997,0.1669,0.0416,0.3263,安全
116.3774,700,0.7416,0.0101,0.008,0.0111,0.018,0.1963,0.2954,0.0706,0.4903,安全
109.5427,688,0.7253,0.0366,0.0169,0.0345,0.0,0.1561,0.2131,0.0354,0.6029,安全
123.1818,679,0.6402,0.0273,0.0221,0.0517,0.002,0.2182,0.1868,0.0781,0.2161,安全
96.589,627,0.7599,0.0195,0.0,0.0117,0.0099,0.1104,0.3719,0.0582,0.5397,安全
119.049,603,0.7225,0.0274,0.0091,0.0007,0.0056,0.2074,0.3282,0.0635,0.4824,安全
115.6015,673,0.7979,0.0,0.0145,0.0434,0.0151,0.206,0.4029,0.073,0.1895,安全
142.9655,748,0.8498,0.0125,0.0028,0.0316,0.0028,0.2032,0.3166,0.0084,0.4567,安全
111.1057,929,0.7712,0.4672,0.0786,0.0604,0.1165,0.2868,0.1546,0.1118,0.2502,安全
126.4545,667,0.7804,0.0192,0.0327,0.0,0.0191,0.1779,0.162,0.0482,0.4646,安全
135.4505,678,0.7935,0.0167,0.0025,0.0048,0.0234,0.2386,0.0722,0.0821,0.4989,安全
97.7737,733,0.9126,0.0344,0.0287,0.034,0.0001,0.0678,0.1246,0.054,0.3573,安全
124.5793,747,0.7806,0.026,0.0074,0.0131,0.0082,0.0678,0.05,0.0337,0.5211,安全
137.2537,654,0.7051,0.0295,0.0003,0.0292,0.0305,0.192,0.2165,0.0236,0.472,安全
121.6557,773,0.7256,0.0028,0.0027,0.0327,0.011,0.225,0.1381,0.0307,0.4985,重放
130.8263,697,0.7235,0.0968,0.0371,0.1324,0.0162,0.3933,0.2138,0.0257,0.5533,安全
229.5135,674,0.7235,0.0586,0.0808,0.4154,0.0407,0.4508,0.4176,0.1521,0.4539,安全
128.0928,711,0.7459,0.0251,0.0244,0.0092,0.0078,0.2589,0.2015,0.0566,0.3678,安全
100.0325,756,0.7611,0.0065,0.0003,0.0237,0.0246,0.0609,0.2571,0.0395,0.5105,安全
97.6134,670,0.6649,0.0192,0.0098,0.0183,0.012,0.1224,0.1986,0.0557,0.4995,安全
135.3683,705,0.796,0.014,0.0013,0.0091,0.0119,0.1557,0.3901,0.0135,0.4265,安全
148.0171,641,0.5649,0.0837,0.0666,0.2376,0.032,0.414,0.4059,0.0093,0.5923,安全
133.1342,701,0.7246,0.0068,0.006,0.03,0.0066,0.0706,0.2663,0.0294,0.5853,安全
226.9635,508,0.5151,0.0973,0.0189,0.3141,0.0683,0.1673,0.6694,0.0517,0.5349,安全
167.0036,645,0.6661,0.3004,0.002,0.0417,0.0437,0.3582,0.6092,0.1688,0.4461,安全
103.6821,662,0.7123,0.018,0.0,0.0083,0.0293,0.1113,0.1507,0.0335,0.4956,安全
157.1218,628,0.8245,0.0192,0.0164,0.0224,0.0414,0.167,0.3923,0.0456,0.4366,安全
176.6055,799,0.6459,0.002,0.0234,0.1769,0.0,0.3675,0.1711,0.0916,0.4706,安全
106.541,751,0.7029,0.0355,0.0,0.0162,0.0018,0.2532,0.0786,0.0395,0.5656,安全
93.3818,779,0.6083,0.0071,0.0172,0.0186,0.0288,0.1522,0.0811,0.0314,0.5138,安全
131.2125,665,0.6466,0.023,0.0183,0.0314,0.0129,0.1839,0.0591,0.0519,0.4894,安全
90.0253,698,0.6172,0.0019,0.0,0.0148,0.0,0.1512,0.3931,0.0398,0.4014,安全
115.6817,718,0.7182,0.0,0.014,0.0061,0.0273,0.3203,0.1729,0.0374,0.4453,安全
221.913,557,0.4084,0.3447,0.0387,0.0521,0.096,0.1444,0.375,0.113,0.373,安全
123.8948,720,0.6489,0.0034,0.0263,0.0235,0.0,0.1046,0.1782,0.0506,0.3588,安全
172.9272,572,0.4596,0.0334,0.0007,0.3096,0.0718,0.2576,0.4904,0.0747,0.7229,安全
100.4695,667,0.6738,0.0163,0.0212,0.0111,0.0065,0.2428,0.4457,0.0507,0.364,安全
124.2827,625,0.6688,0.0157,0.0205,0.0077,0.0243,0.2534,0.3419,0.077,0.4701,安全
132.7418,681,0.643,0.0297,0.0026,0.0227,0.0045,0.2075,0.333,0.0493,0.3307,安全
101.4139,741,0.5718,0.0147,0.0025,0.0202,0.0402,0.2838,0.1556,0.0448,0.3299,安全
128.4503,747,0.6386,0.0,0.0,0.0053,0.0118,0.2469,0.3814,0.0459,0.2712,安全
125.6093,660,0.8777,0.0288,0.005,0.014,0.0163,0.1862,0.3105,0.0675,0.2322,安全
121.7157,744,0.7447,0.0465,0.0174,0.0306,0.023,0.2207,0.1982,0.0257,0.4262,安全
141.5119,831,0.6876,0.0309,0.0185,0.2526,0.0647,0.1964,0.3481,0.0601,0.3421,安全
129.9794,722,0.605,0.0328,0.0054,0.0163,0.0153,0.1247,0.3524,0.0593,0.3132,安全
116.9087,715,0.6953,0.0414,0.0007,0.0193,0.0,0.2232,0.3929,0.0114,0.2828,安全
120.6047,732,0.7859,0.0203,0.0079,0.0237,0.0338,0.1307,0.05,0.065,0.5655,安全
124.4561,738,0.7247,0.0365,0.0209,0.0268,0.0192,0.1878,0.1735,0.0463,0.3962,安全
121.2983,809,0.7449,0.0362,0.0174,0.0411,0.0288,0.1878,0.154,0.0937,0.695,安全
214.8847,935,0.6343,0.1329,0.0,0.4386,0.0,0.4065,0.6577,0.0381,0.1754,安全
131.7691,578,0.667,0.0,0.0086,0.0469,0.0012,0.1946,0.1522,0.024,0.3271,安全
121.7407,724,0.6588,0.0286,0.002,0.014,0.0043,0.1524,0.1975,0.0497,0.5853,安全
132.5689,663,0.7358,0.007,0.012,0.0288,0.0032,0.1992,0.2192,0.0519,0.4397,安全
155.4649,761,0.4853,0.0,0.0062,0.0188,0.0038,0.0527,0.3637,0.0192,0.5099,安全
134.6761,651,0.4967,0.3766,0.0632,0.0324,0.0731,0.1515,0.1697,0.2362,0.6184,安全
120.3397,712,0.7419,0.0122,0.0045,0.029,0.012,0.1813,0.05,0.0321,0.4637,安全
125.2803,667,0.7096,0.0178,0.0017,0.0202,0.0089,0.1904,0.3666,0.0257,0.5123,安全
136.3206,723,0.831,0.0307,0.0029,0.0089,0.023,0.1382,0.2552,0.0535,0.4221,安全
146.2725,785,0.8454,0.0245,0.0037,0.016,0.0323,0.2188,0.05,0.0328,0.419,安全
136.9477,756,0.6597,0.029,0.0111,0.0291,0.0,0.1987,0.0546,0.0225,0.514,安全
108.5716,683,0.6668,0.0251,0.0085,0.0169,0.0231,0.3094,0.2676,0.0466,0.3589,安全
160.163,651,0.7672,0.0221,0.0194,0.0273,0.0109,0.1199,0.2087,0.037,0.344,安全
159.3834,650,0.659,0.036,0.0366,0.0062,0.0089,0.172,0.1972,0.0335,0.4052,安全
95.4444,683,0.7692,0.0239,0.0,0.0366,0.0161,0.1899,0.1426,0.0496,0.2738,安全
117.5757,672,0.7722,0.0561,0.0116,0.2369,0.0091,0.4081,0.2834,0.0437,0.7035,安全
95.16,696,0.6892,0.0395,0.0017,0.0088,0.0625,0.2407,0.2699,0.0622,0.4574,安全
130.3692,794,0.7403,0.0347,0.0021,0.0009,0.0054,0.2138,0.05,0.0074,0.4538,安全
105.2963,741,0.4626,0.2646,0.1153,0.064,0.0296,0.2601,0.0608,0.0593,0.4662,安全
114.0392,687,0.725,0.0225,0.0,0.0229,0.0435,0.3181,0.05,0.0699,0.3569,安全
100.8625,668,0.5665,0.0,0.0092,0.0034,0.0046,0.0511,0.0816,0.0896,0.3649,安全
211.066,737,0.8772,0.0051,0.0009,0.3917,0.0376,0.3297,0.2784,0.1217,0.3301,安全
157.5485,647,0.7646,0.0215,0.0015,0.0184,0.0049,0.231,0.2888,0.0337,0.5251,安全
192.1391,752,0.5436,0.277,0.0828,0.0172,0.0772,0.0523,0.3518,0.0947,0.391,安全
226.8475,811,0.6385,0.002,0.0029,0.2741,0.0954,0.5772,0.4842,0.0537,0.478,欺骗
128.1243,656,0.7833,0.0178,0.0016,0.0036,0.0303,0.1875,0.1202,0.0459,0.4929,安全
85.9659,682,0.6725,0.0122,0.0,0.0285,0.0241,0.1852,0.2016,0.0394,0.4894,安全
136.1858,577,0.67,0.0114,0.0,0.0534,0.0125,0.2483,0.3142,0.0162,0.5384,安全
132.1307,682,0.6968,0.0009,0.0034,0.0326,0.0339,0.288,0.108,0.036,0.452,安全
124.1076,672,0.7466,0.0072,0.027,0.0254,0.0067,0.2309,0.0964,0.088,0.5279,安全
128.3574,755,0.8025,0.0208,0.0261,0.2768,0.0946,0.2795,0.2677,0.0716,0.3559,安全
124.1199,586,0.8184,0.0226,0.0095,0.0232,0.0307,0.22,0.1184,0.0477,0.5715,安全
115.4555,839,0.6258,0.2218,0.0397,0.0581,0.0009,0.0588,0.4372,0.0796,0.3111,安全
130.727,710,0.6555,0.0259,0.0189,0.0327,0.0103,0.2332,0.1751,0.0338,0.3395,安全
123.6347,729,0.6893,0.0168,0.0295,0.0275,0.0071,0.232,0.2495,0.0311,0.5036,安全
145.75,643,0.7124,0.0113,0.0172,0.0108,0.0168,0.2853,0.2018,0.0764,0.3525,安全
155.7413,682,0.7547,0.0077,0.0096,0.0216,0.0305,0.1532,0.3686,0.0205,0.385,安全
121.5162,659,0.6817,0.0326,0.0276,0.0241,0.0206,0.2416,0.1359,0.0767,0.4586,安全
109.8521,669,0.7645,0.0256,0.0077,0.0063,0.0245,0.1937,0.292,0.0,0.3414,安全
134.567,757,0.7352,0.0238,0.0429,0.0386,0.0207,0.087,0.2716,0.0547,0.478,安全
134.3909,626,0.6387,0.0125,0.0142,0.0252,0.019,0.1281,0.1782,0.0243,0.4891,安全
137.7591,548,0.7899,0.0226,0.0262,0.0156,0.0232,0.2474,0.3903,0.0637,0.3889,安全
164.3063,623,0.6999,0.043,0.0026,0.103,0.0331,0.5792,0.5075,0.0873,0.3757,安全
134.0622,785,0.7534,0.0652,0.0263,0.1167,0.0236,0.3878,0.1818,0.1687,0.4914,安全
93.38,785,0.7199,0.0307,0.0023,0.018,0.0094,0.2172,0.2915,0.0165,0.3895,安全
217.3199,804,0.5511,0.5257,0.0313,0.0206,0.0462,0.3277,0.5136,0.0424,0.4468,安全
